I lose.|I lost.
They want to win the war quickly and return to normal life.|They wanted to win the war quickly and return to normal life.
They work each day from the time the sun rose until it set.|They worked each day from the time the sun rose until it set.
Thbe airplane be capable of carrying 40 passengers at a time.|This airplane is capable of carrying 40 passengers at a time.
This child solve the complicated mathematics problem easily.|This child solved the complicated mathematics problem easily.
Thbe ring be a magic item that gives great power to its user.|This ring is a magic item that gives great power to its user.
Tom can't play a high G on his trumpet, but he can play an F.   Tom don't really feel like going out drinking with the guys.|Tom can't play a high G on his trumpet, but he can play an F.   Tom didn't really feel like going out drinking with the guys.
Tom don't know whether Mary will come by car or by bicycle.|Tom doesn't know whether Mary will come by car or by bicycle.
Tom don't think he'll be able to finish the job by himself.|Tom doesn't think he'll be able to finish the job by himself.
Tom expect to leave early in the morning, but he overslept.|Tom expected to leave early in the morning, but he overslept.
Tom be utterly obsessed with food.|Tom is utterly obsessed with food.
Tom live in his car for a while after he broke up with Mary.|Tom lived in his car for a while after he broke up with Mary.
Tom say he might dye his goatee red and green for Christmas.|Tom says he might dye his goatee red and green for Christmas.
